id	source with headwords	gender labels of headwords
10508	The integration of a [[partner]] with the economic and political size of China into the multilateral trade system will undoubtedly form one of the most important factors in the world economy at the beginning of this new century.	Amb
10509	It is simply not practical if [[you]] run a small business, and [[someone]] discovers after twelve months that he was discriminated against in a selection procedure which involved forty [[candidates]], to keep each and every file from that period and then investigate exactly what happened during that selection procedure once more. [[They]] might not even remember the candidate involved.	Amb,Male,Amb,Amb
10510	Mr [[President]], this question, as Mr [[Harbour]] will be aware, has direct relevance to the question raised by Mrs [[Theorin]] because [[we]] believe that amongst the many other justifications for making changes, as regards appraisal and the advance towards a more linear career structure, will be to give fairer treatment to women [[officials]], and indeed to make the [[Commission]] more attractive for the employment of women, particularly women who have [[family]] obligations.	Male,Male,Female,Amb,Female,Amb,Amb
10511	Various surveys have shown that many hundreds of thousands of [[employees]], predominantly [[women]], encounter this, with all the adverse consequences for their health and their career.	Female,Female
10512	So if [[we]] want to create a positive environment for the development of electronic commerce and third generation mobile services, now is the time to make sure that the uptake of wireless Internet services is not hampered by huge amounts of junk mail which the [[consumer]] is paying for against his will.	Amb,Male
10513	The [[presidency]] is in contact with Mr [[Baker]].	Amb,Male
10514	Think of the emphasis that is now being placed upon the need today also for male [[managers]] to be able to incorporate feminine values into their management styles.	Male
10515	Let [[me]] quote the typical example of the decoupling of subsidies from production, which the [[rapporteur]] welcomes, together with the conversion of intervention schemes to simple insurance networks and the exit of [[farmers]] from the market to become businessmen, to quote Mr [[Fischler]].	Amb,Amb,Male,Male
10516	Mr [[Bushill-Matthews]], who is no longer present in the Chamber, asked a question that [[I]] imagine relates to a specific incident.	Male,Amb
10517	Thank [[you]] for that answer, but may [[I]] remind you that, unlike the United States Supreme [[Court]], which is appointed by the federal institutions of the US, our Court of Justice is actually appointed by the Member States, yet it seems to be Member States themselves that complain about some of its judgments.	Amb,Amb,Amb
10518	He has been a fair, frank, and [[I]] am pleased to say federalist [[companion]].	Amb,Male
10519	[[They]] should also be given the opportunity to return from maternity leave to the labour market, but also to further studies.	Female
10520	That is not the priority for [[employees]]; what they seek and demand is respect for their fundamental rights.	Amb
10521	(PL) Mr [[President]], the European Union places great value on the proper treatment of [[animals]] during the entire period of breeding, from birth to the slaughterhouse.	Male,Amb
10522	[[I]] have personally heard the Maltese [[authorities]] saying that Libya allowed a number of boats to depart in awful conditions and that subsequently the Maltese [[navy]] was forced to go out and find and save the poor [[people]] who were being exploited by the [[smugglers]].	Amb,Amb,Amb,Amb,Amb
10523	However, [[we]] felt that, once the [[candidate]] had presented his guidelines, there was no point in saying once again that we were going to wait a few weeks or months.	Amb,Male
10524	The [[Committee]] on Budgets has also worked constructively with other [[institutions]] in the past.	Amb,Amb
10525	[[We]] have tabled an amendment with Mrs [[d'Ancona]] which will, [[I]] hope, with the assent of Mrs [[Roth]], be accepted, because in Greece, which is the only Member State with no border with another Member State and in which military service is compulsory under the constitution, the issue is quite a contentious one.	Amb,Female,Amb,Female
10526	A certain Finnish television [[reporter]], who had used a quite harmless memo on the Tampere meeting he had got from a [[Member]] of Parliament, received a communication from the [[Secretary-General]] and the [[Speaker]] at the Finnish Parliament banning him indefinitely from entering the Parliament building.	Male,Amb,Amb,Amb
10527	Southern [[wolf]]	Amb
10528	The [[Captain]] of Her Heart	Female
10529	County [[Palatine]] of Lotharingia	Amb
10530	Miss Universe 2001 [[contestants]]	Female
10531	French novels by [[writer]]	Amb
10532	My Big [[Nurse]]	Female
10533	[[Master]] and the [[Margarita]]	Amb,Female
10534	The Action [[Ace]]	Amb
10535	[[Duc]] d'Angoulême	Male
10536	H2 [[antagonist]]	Amb
10537	Anaesthetic [[agent]]	Amb
10538	food [[scientist]]	Amb
10539	Lord [[palatine]]	Male
10540	Quicky the Nesquik [[Bunny]]	Amb
10541	Apache [[Guardian]]	Amb
10542	Legion of Honor, [[Officer]]	Amb
10543	[[Principal]] Upanishads	Amb
10544	[[Marie Anne]], Princess of Condé	Female
10545	German [[rabbis]]	Amb
10546	Northern [[Irishman]]	Male
10547	Female [[model]]	Female
10548	Male [[model]]	Male
10549	Desperate [[Housewife]]	Female
10550	The American Mourning [[Dove]]	Amb
10551	[[Bourbon]] of Naples	Amb
10552	Gay [[Spy]]	Male
10553	S[[.]]O.	Amb
10554	Category: 1st-century female [[rulers]]	Female
10555	[[William II]], Duke of Bavaria-Straubing	Male
10556	Princess [[Peach]]	Female
10557	[[Heisei]] 9	Amb
10558	[[Sati]] (Goddess)	Female
10559	[[Cook]]	Amb
10560	[[Granny's]] Nightcap	Female
10561	[[Bellflower]]	Amb
10562	Three-coloured harlequin [[toad]]	Amb
10563	Single Female [[Lawyer]]	Female
10564	Northern river [[shark]]	Amb
10565	[[John]] of Jaffa	Amb
10566	recording [[producer]]	Amb
10567	Male [[dancer]]	Male
10568	Black-throated [[Green]]	Amb
10569	braconid [[wasp]]	Amb
10570	When [[Harbinger]] summons [[her]] to fight in the final battle, [[Doctor]] [[Light]] is ready.	Amb,Female,Amb,Female
10571	Some of the most effective [[pilots]] in Spain were young men from the Soviet Union.	Male
10572	"[[I]] realized that in the ancient world, the garden was very important," he says.	Male
10573	The majority of the rape [[victims]] were Muslim women raped by Serbian [[soldiers]].	Female,Amb
10574	As of January 2007, 10% of the parliament's [[representatives]] are women and 19% of local and city council [[officials]] are women.	Female,Female
10575	The purpose of Handford’s hidden object picture books is for [[children]] of all ages to identify [[Wally]] in a specified location throughout his “world-wide hike.”	Amb,Male
10576	[[He]] was the senior [[owner]] (by time) with his [[team]] in the National Football League, a few months ahead of [[Buffalo Bills']] owner [[Ralph Wilson]].	Male,Male,Amb,Amb,Amb
10577	His growing popularity and success in Europe and the United States, as well as many other locations across the globe, is a testament to his skill and importance as an [[artist]].	Male
10578	Wielding a cosmic version of her powers, [[Johnny]] is able to see through [[people]] to the very cores of their personality.	Female,Amb
10579	[[He]] was already an [[expert]] in polymers as a result of his previous business ventures.	Male,Male
10580	The series reiterates the [[artist's]] ongoing interests in [[celebrity]], alternate [[personas]] and constructed realities.	Amb,Amb,Amb
10581	Despite the support of a [[witness]], who is none other than Anglican Bishop of color installed by the [[British]], who in his favor, and despite the heated rhetoric that [[Peters]] uses, he is forced to resign.	Male,Amb,Amb
10582	Succeeding to the throne in 1895, power was exercised by a [[regent]] throughout his reign on account of his mental illness.	Male
10583	In the weeks before the 2016 election, [[Frank]] uses ICO as a pretext to enacting martial law in urban areas and consolidating polling places in key states.	Amb
10584	The voice given to the [[character]], provided by [[Jackson]], is used when talking to another [[character]] over the phone or to display the use of the voice changer when the [[killer]] reveals himself.	Amb,Amb,Amb,Male
10585	In October 2006, [[Knight]] recorded her fifth studio album, Music City Soul, in Nashville.	Female
10586	Her grandmother, [[Catherine II]] of Russia, admired her precocious talent as a [[pianist]] but declared that she would have been better to have been born a [[boy]].	Female,Female,Male
10587	"To be honest, [[I]] think the album is a complete mess, except for the track [[she]] blatantly stole , '2 Hearts'", he told BBC Radio 1.	Male,Female
10588	Stimulation cannot produce spontaneous periods of wakefulness and eye-opening, unlike [[patients]] in vegetative state.	Amb
10589	[[She]] is the [[secretary]] of Saint Liliana High School [[Student]] Council and does not like it when [[Akito]] interacts with other student council [[members]].	Female,Female,Amb,Amb,Amb
10590	Also of note, [[they]] contributed pieces in Die Frau als Künstlerin, Woman as an Artist, the prestigious 1928 survey of women artists in Western civilization.	Female
10591	Both of these agreements were legally binding and reflected an American interest in control of Middle Eastern energy resources, namely oil, and moreover reflected an American "security imperative to prevent the (re)emergence of a powerful regional [[rival]]".	Amb
10592	"[[I]] had been on my own for about four months and it's hard, but I also found a lot of strength and realized that I could handle it," she says.	Female
10593	"[[I]] didn't want [[him]] going to war, let alone fighting in one", she recalls.	Female,Male
10594	Her work as a [[composer]] has earned her several significant awards in her country, including the Mokranjac Award in 2004.	Female
10595	[[Karl]] and [[Lisa]] have suppressed feelings for each other, and the situation is further disturbed when a young rich student, [[Helen Rollander]], takes on private lessons with the [[professor]].	Amb,Amb,Amb,Amb
10596	This resulted in a tremendous need for female [[doctors]].	Female
10597	In this video clip the [[singer]] develops from a synthetic blonde girl into her wild image.	Female
10598	Doctor [[Light]] works in S.T.A.R. Labs and has an interior monologue about the erratic fluctuations in her powers that lead to her retirement from superheroing.	Female
10599	A contemporary king to represent the Buddhist [[lion]] on his coins is the Indo-Scythian king [[Maues]], around 85 BCE.	Male,Male
